1, -0.851387, -0.87517, -0.583915, -0.13922, -0.413543, -0.0599365, 0.241152, 0.0249862, -0.109067, -0.673867
1, -0.83437, -0.908547, -0.658664, 0.175588, 0.117203, -0.0627012, 0.247512, 0.0158884, -0.858647, -0.174642
1, -0.0435186, 0.0611587, 0.253637, -0.944766, -0.945473, 0.11243, -0.0635975, -0.166919, 0.710222, 0.0338522
1, -0.570451, -0.758794, -0.278652, -0.309694, -0.457994, -0.12426, 0.264101, 0.180747, -0.896711, 0.437163
1, -0.712995, -0.83501, -0.428031, -0.479714, -0.603793, -0.0150726, 0.315447, 0.118401, -0.919711, -0.0417732
1, -0.73347, -0.864604, -0.354287, -0.454938, -0.551934, -0.0969636, 0.29758, 0.122405, -0.893511, -0.118697
1, -0.863555, -0.892664, -0.638794, -0.0669394, -0.356645, -0.0561936, 0.235697, 0.052328, -0.981956, -0.0456739
1, -0.442552, -0.637131, 0.308516, -0.852711, -0.885316, 0.100067, 0.462297, 0.291416, -0.892133, -0.000792266
1, -0.742472, -0.881432, -0.623122, -0.262189, -0.43399, -0.0656386, 0.317862, 0.0328748, -0.825, -0.591451
1, -0.911652, -0.871598, -0.705973, 0.170815, -0.131723, -0.0649183, 0.14099, -0.0202768, -0.745311, -0.346257
1, -0.749322, -0.822842, -0.347842, -0.526764, -0.640836, -0.149176, 0.0915164, -0.00671193, -0.991507, -0.283916
1, -0.824802, -0.902758, -0.672265, 0.0376179, -0.286116, -0.146534, 0.0864875, 0.0251023, -0.0682444, -0.837747
1, -0.659439, -0.741744, -0.258959, 0.0337538, -0.270707, -0.0858772, 0.0450903, 0.217, -0.815733, 0.502333
1, -0.84728, -0.824808, -0.59521, -0.330378, -0.485257, -0.0784742, 0.243581, 0.135785, 0.0674756, -0.138771
1, -0.806661, -0.86203, -0.405855, -0.378566, -0.529412, -0.122802, 0.0973856, 0.126236, -0.994356, -0.230505
1, -0.745324, -0.87493, -0.506623, -0.256279, -0.431916, -0.0168255, 0.280985, 0.00116113, -0.139844, -0.699599
1, -0.746735, -0.853445, -0.242815, -0.477213, -0.555193, -0.018181, 0.283585, 0.123487, -0.806978, -0.273687
1, -0.754734, -0.878023, -0.587995, -0.323559, -0.492666, -0.0863747, 0.294524, 0.131901, -0.927756, -0.107696
1, -0.504294, -0.829717, -0.161798, -0.491306, -0.508372, -0.227357, 0.36678, -0.0300066, -0.955444, 0.219031
1, -0.477126, -0.860582, -0.354406, -0.547449, -0.680842, -0.224708, 0.46079, 0.145111, -0.954689, 0.0955583
1, -0.497081, -0.782083, -0.442046, -0.312649, -0.465699, -0.148811, 0.397881, 0.00870029, -0.901633, 0.380685
1, -0.375226, -0.772717, -0.0625665, -0.730879, -0.798489, -0.20477, 0.477961, -0.0364284, -0.9264, 0.183537
1, -0.860883, -0.849586, -0.588291, -0.186498, -0.396651, -0.068957, 0.245824, 0.117919, 0.723064, -0.583229
1, -0.864059, -0.852509, -0.564281, -0.056711, -0.344792, -0.0958242, 0.229487, 0.00691155, -0.402644, -0.747183
1, -0.883107, -0.922049, -0.841396, 0.261052, -0.00400059, -0.0554741, 0.115288, 0.0246891, -0.410382, -0.255859
1, -0.815303, -0.85, -0.632407, -0.1965, -0.41295, -0.0547808, 0.106719, 0.141754, -0.9662, -0.562342
1, -0.719913, -0.797412, -0.185038, -0.58859, -0.665136, -0.0513823, 0.300809, -0.026764, -0.500644, -0.432229
1, -0.495969, -0.791041, -0.123714, -0.391294, -0.479034, -0.0932761, 0.403697, -0.0574106, -0.991896, 0.499185
1, -0.814261, -0.875482, -0.465169, -0.287192, -0.478738, -0.0829686, 0.205418, 0.129612, -0.786889, -0.379178
1, -0.85221, -0.85083, -0.45618, -0.256506, -0.439621, -0.133545, 0.082599, 0.12695, -0.538724, -0.199737
1, -0.57003, -0.752843, -0.295033, -0.593363, -0.705438, -0.226077, 0.315065, 0.121032, -0.964609, 0.13957
1, -0.749459, -0.837662, -0.348019, -0.516081, -0.656542, -0.114538, 0.296456, 0.0197967, -0.905556, -0.335195
1, -0.797156, -0.810169, -0.35003, -0.46653, -0.554008, -0.101948, 0.284651, 0.138938, -0.461867, -0.472692
1, -0.579605, -0.72243, -0.105855, -0.463121, -0.605868, -0.206551, 0.313423, -0.0687103, -0.900644, 0.501317
1, -0.641934, -0.809772, -0.123596, -0.498125, -0.593421, -0.207714, 0.0958244, 0.155538, -0.985778, 0.174522
